state,license_plate,year,model,make,color
MS,CTY8719,2010,Eos,Volkswagen,White
ND,HHH 149,2006,Accord,Honda,Navy
TX,HWV-3397,,,Ford,Yellow
IN,X06-IUC,,,Jeep,White
RI,ZQW 622,2001,,Dodge,Navy
MN,115926,2012,,Nissan,Purple
AK,11U 554,,,Chevrolet,Olive
NH,16-KM68,2011,,Ford,Silver
WI,196 KAD,2011,Golf,Volkswagen,Olive
SD,44R LJ7,2009,F-150,Ford,Yellow
VT,656QN,2012,,BMW,Navy
NE,94K 8095,,,Volkswagen,Green
RI,A81 0ZU,2010,,Nissan,Blue
UT,CB2 1717,2008,Grand Cherokee,Jeep,Fuchsia
MT,KTN 675,2003,,GMC,Blue
SD,XX 7333,2006,ION,Saturn,Aqua
UT,135 6WG,,,Volkswagen,Black
IN,5ZA B94,,Grand Caravan,Dodge,White
AR,958 BNL,,,Chevrolet,Lime
WA,ODV 562,,,Chevrolet,Yellow
VA,VKS 587,2010,,Volkswagen,Lime
NY,024GWR,,Silverado 1500,Chevrolet,Maroon
MA,10ZM9,,,GMC,Olive
AZ,499-JNNW,2012,,Chevrolet,Fuchsia
UT,6UL 095,,DTS,Cadillac,Navy
NE,824 ZQN,,,Acura,Black
NE,888 1668,2012,911,Porsche,Green
TN,ESK 988,2010,Corolla,Toyota,Black
AR,KOO 478,2011,Flex,Ford,Fuchsia
NC,MD2 F8U,2010,,Toyota,Lime
NY,PBQ 530,,,GMC,Lime
ME,10UL5,2011,Silverado 1500,Chevrolet,Green
NH,43Q•366,,,Volkswagen,Lime
RI,708WQD,2006,,Mazda,Blue
IA,LXP 027,1998,,Dodge,Navy
MS,115 EJJ,,,Ford,Gray
CT,146-270,2002,Explorer,Ford,Yellow
IN,36I W79,,,Ram,Navy
IA,469-JQB,,F-350 Super Duty,Ford,Fuchsia
VT,79A•295,,,Volkswagen,Purple
NJ,E73 6CR,,,Ford,Silver
MI,JY 8158,,,GMC,White
ND,KK 63764,,,Volkswagen,Yellow
RI,MVS 599,,,GMC,Silver
OK,REB 940,,Savana Cargo,GMC,Navy
TX,VQS-7390,2010,Tundra,Toyota,Lime
CO,046H,2009,,MINI,Purple
KS,11QO4,,,Dodge,Gray
CO,155 DKI,2008,Magnum,Dodge,Navy
OK,233 6DS,2007,,Ford,Yellow
CA,2E I2071,2007,,Ford,Lime
ID,3Y 7W6KZP,,,Chevrolet,Silver
NY,783 EIM,1998,,Dodge,Navy
NY,8E R2626,,Colorado,Chevrolet,Silver
OH,9194,2009,,Ford,Gray
MN,HGO-311,2007,Charger,Dodge,Silver
LA,LBP-688,2009,,Toyota,Olive
WI,Q97 3AR,2006,,Honda,Silver
FL,RCI 616,2010,ZDX,Acura,Yellow
TX,387LXI,,Silverado 3500HD,Chevrolet,Maroon
UT,5CQ7968,1996,Express,Chevrolet,Green
AZ,666 ZL5,2010,Tacoma,Toyota,Blue
NJ,8BE H23,2010,,Acura,Navy
SD,8O WP737,2006,Spectra,Kia,Black
CA,963 PDS,2012,370Z,Nissan,Purple
MD,KDH-7851,1999,,Ford,Lime
MT,KNM9567,2012,,BMW,Olive
AZ,RGY-5153,2008,,Chevrolet,Green
IA,ZGR 265,2011,,Nissan,Teal
NH,440 RKZ,2008,F-350 Super Duty,Ford,Gray
ID,72-3247B,,Range Rover Sport,Land Rover,Navy
SD,852-064,2012,,Cadillac,Black
OH,91A H16,,Charger,Dodge,Silver
MS,GBP 846,2012,Frontier,Nissan,Black
HI,SAM 251,2009,F-250 Super Duty,Ford,White
MD,YHY-720,,,Ford,Lime
CT,ZJV-2783,,RAV4,Toyota,Yellow
NH,ZRV 148,2007,Sierra 2500HD Classic,GMC,Yellow
MA,0-K3060,2008,,Honda,Yellow
WV,411 SS6,2012,F-150,Ford,Green
HI,73-5889K,,,Chevrolet,Purple
CT,80-H214,2010,Yukon,GMC,Navy
UT,CWP 694,,911,Porsche,Purple
NC,WNM-8426,,911,Porsche,Purple
MS,WQU-1157,2009,,Jeep,Olive
AR,X97 4OX,2011,Golf,Volkswagen,Navy
ND,035 MLU,,,Nissan,Navy
OH,137-OJY,2008,,Toyota,Gray
UT,3CJ 419,2012,,Cadillac,Silver
AR,5052 VC,,,Toyota,Green
NV,539387,,TSX,Acura,Olive
DC,6L 4H0STZ,,,Toyota,Purple
MD,71T 9025,,,Chevrolet,Silver
WY,932 BIT,2008,,Chevrolet,Blue
TN,95-79220,,,Chevrolet,Fuchsia
WI,IQL-419,2001,Sierra 1500,GMC,Teal
AR,JWG S43,2010,,Acura,Silver
MD,K 568543,,,GMC,Aqua
NE,OCC 225,,Colorado,Chevrolet,Gray
DC,TC-5673,,,GMC,Fuchsia
VA,XUD-1764,2012,M6,BMW,Gray
GA,054-UPW,,CR-V,Honda,Black
GA,205 ACJ,2007,911,Porsche,Yellow
GA,218 LWV,2002,Town and Country,Chrysler,Navy
GA,229 VBL,2012,,Ford,Maroon
GA,54J XJ5,,Outlander,Mitsubishi,Purple
GA,58-53755,,Titan,Nissan,White
GA,716 OZI,,,Cadillac,Navy
GA,IGQ-0961,2008,,Volkswagen,Purple
GA,LAS 649,2007,Silverado 3500 Classic,Chevrolet,Silver
GA,MOD4876,2009,F-150,Ford,Teal
GA,OER-801,,Sebring,Chrysler,Silver
GA,Q95-40O,,,Volkswagen,Aqua
SD,22-S839,2009,,Subaru,White
AK,43HK2,2009,Cobalt,Chevrolet,Gray
MO,4RS 976,2007,F-350 Super Duty,Ford,Purple
NY,5G YS439,2009,,Chevrolet,Maroon
IL,811 WGZ,2007,MX-5 Miata,Mazda,Purple
RI,986 KGL,2008,,Honda,Yellow
IN,FF3 4621,,,Chevrolet,White
MD,FIF-6724,,,Toyota,Blue
DC,LVP 111,,4Runner,Toyota,Teal
ND,MVW 501,,,Honda,Lime
OR,PJT-7675,,,Lincoln,Black
NY,SWI-918,,,GMC,Silver
MN,047-UXX,2009,Element,Honda,Maroon
AZ,0H OW132,,F-150,Ford,Silver
KY,39ES1,,tC,Scion,Blue
LA,3HG41,2006,,Chevrolet,Gray
IL,711 VLQ,,,Volkswagen,Purple
MN,7O 58154,2010,Murano,Nissan,Black
DE,8530,2009,,Ford,Black
NY,857 IVN,2008,,BMW,Blue
MT,99V 4195,2012,Escalade,Cadillac,Olive
MD,B85 7HK,,Tribeca,Subaru,Fuchsia
NV,JLM-911,,,Porsche,Olive
HI,LYE-1864,2009,F-150,Ford,Aqua
MT,MPT 831,2012,,Chevrolet,Olive
AZ,OJO0132,2008,,Jeep,Green
NV,P69-SNH,2009,,Ford,Yellow
UT,ZTA 862,,,Buick,Navy
NY,28SB466,,F-250 Super Duty,Ford,Purple
IA,376NQG,2012,,Cadillac,Silver
OH,536 OLX,,Excursion,Ford,Gray
NJ,705DT,,Evora,Lotus,Aqua
GA,LBQ 516,2010,Sierra 3500HD,GMC,Olive
IL,XN5 L7Y,2000,,GMC,White
SC,28G 3715,,Freestar,Ford,White
OH,63J O82,,,Toyota,Purple
IL,847 FPC,,XF,Jaguar,Blue
VA,984 RRA,2012,Frontier,Nissan,Silver
WV,9LA A99,2007,,Honda,Silver
KS,HKL 720,,Monte Carlo,Chevrolet,Maroon
IL,TGV 9866,,,Toyota,Fuchsia
TN,Z20 2BM,,,Mercedes-Benz,Olive
NH,315EF,2010,,Acura,Lime
AR,407AGM,2012,,Ram,Green
KS,807-HSK,,Entourage,Hyundai,Silver
OK,8VCP134,2008,,Ford,Blue
IA,95-Y097,,,Ford,Olive
LA,JO 35988,,S-10,Chevrolet,Teal
OR,L06-SKZ,,,Suzuki,Fuchsia
DE,MZY 506,,Silverado 2500HD,Chevrolet,Aqua
IA,2HA A22,,,Mazda,Silver
RI,399-LUH,,,Nissan,Purple
SD,674-IHZ,2010,,Mazda,Fuchsia
NM,6UD3778,2011,,BMW,Aqua
NY,701-MSY,,,Chevrolet,Yellow
CO,ERF 840,2008,Econoline Wagon,Ford,Gray
TX,RWI0807,,Sierra 1500,GMC,Green
IN,ZLR 068,,Silverado 2500HD,Chevrolet,Silver
ID,09-7382L,,,Suzuki,Teal
OK,11WH8,2002,Explorer,Ford,Teal
NJ,162K7,,,Nissan,Fuchsia
LA,2KC S52,2010,Murano,Nissan,Silver
WA,539 VOY,2011,Golf,Volkswagen,Blue
GA,57-N085,,Yaris,Toyota,Olive
DE,5D 89884,2007,Impreza,Subaru,Blue
MO,689-877,2008,F-450 Super Duty,Ford,Aqua
OH,97Q•872,,,Jeep,Teal
OR,C30-OBX,,,Chevrolet,Navy
CT,COT-3855,,Tacoma,Toyota,Blue
HI,PE 5303,,,Honda,Maroon
NC,W39-02L,,XF,Jaguar,Black
IA,ZOX 586,,C30 1 ton P/U 2WD,Chevrolet,Aqua
MD,ZTB 393,2009,,Lexus,Olive
VT,329 MHZ,,,Chevrolet,Black
VA,4-B4244,2009,,Subaru,Silver
AL,710-IKH,,A6,Audi,Purple
NM,750-DQJ,2007,,Saab,Maroon
SC,778W,2008,A4,Audi,Lime
ME,8-Z2566,2005,XL-7,Suzuki,Navy
MA,945-XRQ,1986,Lesabre,Buick,Silver
NC,949-YXZ,2004,Town Car,Lincoln,Purple
RI,9KB U43,,,GMC,Navy
AZ,D 181190,,,Ford,Teal
CT,KHY-245,2009,,Subaru,Gray
MI,NL 9098,,RX 350,Lexus,White
RI,SVA-3790,,Maxima,Nissan,Yellow
MD,0K 88417,2008,SX4,Suzuki,Yellow
RI,0V PW243,1998,Dakota,Dodge,Lime
MD,103L,2008,,Nissan,Silver
MI,204 IBY,2006,,Dodge,Olive
OK,219-HVO,2008,,Audi,Yellow
WA,556-BNU,2007,Tucson,Hyundai,Maroon
MI,5TT 070,2010,Accord,Honda,Gray
RI,7S271,,Golf,Volkswagen,Navy
DE,85WH908,,,Cadillac,Teal
MA,990 4411,,,BMW,Olive
SC,9V P9731,,,Suzuki,Olive
TX,MAW 616,,,Ford,Aqua
MI,1JA5540,,,Volkswagen,White
CO,320 1AD,,F-350 Super Duty,Ford,Yellow
MN,5-L4122,2012,,Nissan,Yellow
LA,5706,,Escalade EXT,Cadillac,Blue
CA,5ZLF 58,2007,,Chevrolet,Silver
WY,7K855,2008,,Audi,Fuchsia
NY,871 XOC,2000,Sierra 1500,GMC,White
NH,875QI,,,BMW,Purple
ND,89T BQ2,,,Ford,Navy
ID,MNY 564,2012,,Toyota,Fuchsia
SD,TVA-8514,2012,,GMC,Silver
CA,UNV0796,,,Chevrolet,Maroon
RI,XJC 175,2006,,Honda,Green
GA,YUZ-6486,,,Nissan,Aqua
NY,039-291,,,Ram,White
WI,062 YBP,,,Acura,Blue
LA,1602,,SRX,Cadillac,Teal
AZ,288UQA,,,Kia,Yellow
NJ,60AK389,2010,Sierra 3500HD,GMC,Teal
WA,6Z 15306,,,Dodge,Purple
CA,7YFM 35,1999,,Ford,Aqua
DC,85C 704,,Flex,Ford,Yellow
HI,882 VML,,,Toyota,Lime
SD,DPP-7546,2012,,Nissan,White
TN,EEA 531,,Maxima,Nissan,Silver
NH,FLX-8299,,,Honda,Lime
NC,NWQ 924,,,Nissan,Olive
KS,ZG9 J1M,,MAZDA6,Mazda,Aqua
NC,ZWU 552,,,Toyota,Maroon
CA,020-KSP,2010,,GMC,Green
CO,294 9155,,,Acura,Green
NV,53-6277V,,,Ford,Teal
WA,570 YRS,,,Nissan,Blue
AR,7-86660K,2011,,Mercury,Purple
NJ,828 ZUM,2012,F-150,Ford,Silver
IL,82R 052,2008,,Ford,Teal
AK,834-779,2000,,GMC,Black
AK,E86-63C,,,Ford,Purple
LA,EVH H07,2007,tC,Scion,Olive
WV,497 OTL,,Silverado 2500HD,Chevrolet,Yellow
WY,PFG-698,2004,,Nissan,White
CT,ZKQ-5062,1999,,Ford,Olive
WA,225 5963,,MAZDA3,Mazda,Navy
CT,3-4003R,2011,,Ram,Black
UT,3454,,Evora,Lotus,Aqua
MD,3XA6341,,Town Car,Lincoln,Lime
GA,7MF 714,,A6,Audi,Black
ME,7SD C83,,MAZDA3,Mazda,Purple
RI,810 PI8,,DBS,Aston Martin,Fuchsia
CA,MLT-1047,,,Ford,Black
HI,013D1,2007,,Ford,Fuchsia
OR,254 KMD,2007,F-350 Super Duty,Ford,Olive
WI,2YG 988,,M6,BMW,Olive
MA,364 1214,2007,,Honda,Green
OH,3Q 18289,,,Oldsmobile,Gray
PA,4-26798,,,Honda,Olive
NY,47E F28,,,GMC,Purple
KY,6-N0641,2009,F-250 Super Duty,Ford,Maroon
NH,79-8211L,2007,,Hyundai,Yellow
DE,8TZ 237,2008,,Volkswagen,Silver
NJ,A91 0LX,2007,Colorado,Chevrolet,Lime
DC,HMB 138,2010,Yaris,Toyota,White
MS,LOY 057,,,Suzuki,Aqua
ME,N88-RVL,1998,,Dodge,Green
CT,NCV-5052,1990,RAM 150,Dodge,Black
FL,TLH 365,,,Chevrolet,Black
ID,2-0786Z,1999,Caravan,Dodge,White
ID,4L ZJ759,,,Ford,Silver
ID,56-77710,,,Dodge,Fuchsia
ID,631 MQS,2004,Passat,Volkswagen,Aqua
ID,786 YLE,,,Volkswagen,Fuchsia
ID,JEF 364,,,Audi,Navy
ID,T86-72O,,Silverado 2500HD,Chevrolet,Green
ID,V44 9RH,,tC,Scion,Navy
ID,YHJ Y94,2010,,Nissan,Gray
ID,ZCH 430,,,Chevrolet,Aqua
FL,033-804,2010,,GMC,Green
AL,034 HZ1,,,Toyota,Green
ND,2610 AL,,Titan,Nissan,Silver
VT,4SD 583,2010,,Volkswagen,Navy
KS,7GY 696,2009,F-250 Super Duty,Ford,Black
ND,807UNI,,Regal,Buick,Green
PA,849-GER,2012,3 Series,BMW,Fuchsia
AK,997 5277,,Silverado 3500HD,Chevrolet,Black
ND,AQW 268,,,Aston Martin,Aqua
MO,B61 0LI,2012,,Cadillac,Lime
WI,VZ0 J5R,,MAZDA6,Mazda,Fuchsia
IL,205 NUK,,,Mazda,White
IL,20S A68,,LS 460,Lexus,Aqua
IL,388-VHT,,Sorento,Kia,Silver
IL,4GT2655,2012,,Porsche,Fuchsia
IL,7CW5480,2006,Accord,Honda,Fuchsia
IL,7Y 8502I,2007,,Ford,White
IL,OZV-428,2009,,Nissan,Olive
IL,RZO-924,2011,,Ram,Silver
IN,1DY 938,2007,RAV4,Toyota,Fuchsia
IN,42X•964,2008,,Honda,Lime
IN,4EP F18,2010,,Mazda,Purple
IN,4JU0390,2011,,Suzuki,White
IN,848 ZFA,2009,,Jeep,Black
IN,8541,2008,Mountaineer,Mercury,Teal
IN,A20 9AD,2007,Outback,Subaru,Gray
IN,J59-93W,,,Nissan,Fuchsia
IN,X21-86J,2004,Titan,Nissan,Black
IN,113-594,2009,,MINI,Silver
MA,132ATB,2005,XL-7,Suzuki,Olive
OR,1Z OE502,2002,Explorer,Ford,Black
MO,3928 AC,2010,,Toyota,Navy
MT,779 PKC,,F-150,Ford,Maroon
SC,7JXL596,,,GMC,Olive
MN,7NX15,2000,Sonoma,GMC,Lime
NC,906 EFD,,,Nissan,Green
SD,94-E537,2008,S4,Audi,Silver
NM,R14 7YK,,Titan,Nissan,Purple
PA,TLX-664,2006,MAZDA6,Mazda,Purple
ME,VBY-0307,,Sierra 1500,GMC,Yellow
OK,YBB 981,2008,,Nissan,Yellow
DE,0VL 873,1990,,Dodge,Black
IL,153-WEG,,,Toyota,Yellow
AL,48Y J24,,Mountaineer,Mercury,Maroon
GA,L80-01L,,Optima,Kia,Maroon
GA,NRG 175,2001,Sierra 1500,GMC,Teal
PA,1-48696M,,,Toyota,Navy
NH,325 CAV,,,Ford,Fuchsia
NM,K09 7OS,2011,,Jaguar,Blue
AK,SW-2298,,,Chevrolet,Purple
VA,XIA 706,,Avalanche,Chevrolet,Maroon
WA,XJW6275,,Ridgeline,Honda,Fuchsia
PA,222-JIB,2006,Range Rover Sport,Land Rover,White
NV,37-28168,,,GMC,Fuchsia
CT,448341,2007,,Subaru,Fuchsia
WI,698V7,,,Dodge,Blue
MA,82R XZ8,,Relay,Saturn,Yellow
AK,BAM 605,2012,,Nissan,White
VA,JTR-642,,Explorer,Ford,Blue
CA,O 885959,,,Ford,Green
WV,ZJM 237,,,Scion,Blue
RI,071 FDH,,XL-7,Suzuki,Maroon
ND,088 2759,,Tribeca,Subaru,Fuchsia
AL,3S 5Z6FAU,2007,,Mazda,Lime
MO,5BOO952,,,Suzuki,Blue
NH,6LM G79,,Mountaineer,Mercury,Teal
SC,76CO7,,Suburban,Chevrolet,Aqua
NY,9GI P14,,XL-7,Suzuki,Yellow
IA,HXE-798,2001,Sierra 1500,GMC,Lime
NC,0TI1064,2007,Sierra 2500HD,GMC,Olive
HI,744351,2012,Equator,Suzuki,Gray
KS,766UUL,,,Chevrolet,Teal
ME,85QO6,,Silverado 3500HD,Chevrolet,Aqua
ID,AYK-2321,2006,Envoy XL,GMC,Green
CO,RWD-900,,,Volkswagen,White
GA,ZR 35009,,,Chevrolet,Silver
ID,4-40039H,,Sierra 3500HD,GMC,Aqua
KS,5-12745M,,Dakota,Dodge,Green
IL,5791,2008,Magnum,Dodge,Teal
AR,H48-EWC,,,Nissan,Navy
NM,QQZ 699,1996,Monte Carlo,Chevrolet,Purple
RI,WMJ1658,2009,Navigator,Lincoln,Lime
AK,WYZ 9459,,,Lexus,Purple
ME,1ZAQ142,,Titan,Nissan,Green
OK,373RJV,2003,Savana Cargo,GMC,Olive
ND,3O NX288,,TSX,Acura,Aqua
CO,3S 15905,,,Mercury,Olive
MS,44-80976,2010,Frontier,Nissan,Silver
MI,9NTD 16,,,Ford,Olive
OK,ERX-9111,2007,,Saab,Silver
NC,HYC 127,,,Ford,Blue
CA,MOY 456,,Passat,Volkswagen,Purple
ID,SJZ-645,2008,TSX,Acura,Purple
AZ,V73 2OZ,,,Suzuki,Aqua
MD,V75-13Y,2009,,Chevrolet,Fuchsia
VT,WBE-7960,2012,F-150,Ford,Maroon
OH,0-O0970,2008,,Ford,Navy
DC,07H•711,2009,Colorado,Chevrolet,Blue
AZ,2HC4704,2001,Durango,Dodge,Navy
MI,385 ZBL,2010,,Toyota,Green
CT,DM 5014,2008,Tundra,Toyota,Maroon
NH,MBR-2131,2012,,Chevrolet,Navy
WI,POK-636,,,Scion,Olive
OH,012-JSU,2012,,Toyota,White
MA,0M 19662,2009,,Cadillac,Navy
CT,109 LLU,2007,,Ford,Gray
FL,8CU 729,,Envoy XL,GMC,Maroon
NE,GH9 S5M,,,Porsche,Navy
VA,HDQ 014,2008,Sebring,Chrysler,White
WV,KIE 382,2008,Express Cargo,Chevrolet,White
MA,KRP 093,2008,,Ford,Maroon
WY,MAO 874,,,Hyundai,White
DC,MKC-369,,,Nissan,White
AR,ODB-1665,,,Mercury,Lime
AL,OHT 179,,300-Class,Mercedes-Benz,Teal
NV,VLY 710,2009,Civic,Honda,Olive
ME,073HHJ,,Dakota,Ram,Maroon
IA,33M X71,2007,Accord,Honda,Aqua
WY,43-WS50,2009,F-250 Super Duty,Ford,Teal
OH,48-NU25,,Cooper Clubman,MINI,Green
AR,6XU9593,2006,S4,Audi,Lime
ND,90N 402,2006,911,Porsche,Fuchsia
KS,LIW-446,,,Volkswagen,Silver
VA,LUV 543,2004,Titan,Nissan,Yellow
IA,OXV-0523,2007,Ranger,Ford,Fuchsia
NE,QBY-232,2006,,Honda,Silver
MS,RKJ 276,,,Ford,Green
WY,ZVR 8971,,Silverado 1500,Chevrolet,Lime
OH,1982 FO,2007,MAZDA6,Mazda,Green
NM,250 IGK,,,Chevrolet,Aqua
MI,284729,,,Ford,Blue
TX,2PU7008,2008,F-350 Super Duty,Ford,Maroon
NJ,414-XZAJ,2007,Frontier,Nissan,Navy
WY,49U HW8,2010,,Nissan,Olive
NM,686724,2007,,Chevrolet,Teal
AK,843480,,Titan,Nissan,Gray
SD,9TT 986,,,Ford,Yellow
GA,FRM 655,2012,,Chevrolet,Blue
MA,LLJ 381,2008,Express Cargo,Chevrolet,Navy
IL,OLO-484,2010,LS 460,Lexus,Gray
DC,QZ 4551,1998,,Dodge,Fuchsia
WA,135-PBR,2012,,Kia,Aqua
NE,275 TQQ,2007,F-150,Ford,Silver
ME,301-ZIW,,MAZDA6,Mazda,Black
NC,3K 8J2DIU,2008,Enclave,Buick,Aqua
NJ,481 MBW,2008,,Ford,Maroon
CT,487-SKB,2008,Titan,Nissan,Lime
SC,4N 6F2GSF,2004,,Chevrolet,Blue
WI,655-VLE,2008,Ridgeline,Honda,Olive
MI,815RO,,Tahoe,Chevrolet,Blue
OR,86-J623,2006,,GMC,Maroon
MD,BRI-0487,2000,Explorer,Ford,Purple
MA,CW-0514,2011,,Chevrolet,Yellow
OK,FYU F12,,Flex,Ford,Fuchsia
CA,LDO 360,2006,,Toyota,Lime
AR,UW-9867,,Commander,Jeep,Black
DC,00V D04,2009,F-150,Ford,Black
MT,113-NQC,2008,Titan,Nissan,Gray
TX,169 6YW,2012,Soul,Kia,Black
PA,213-WOZE,2012,Flex,Ford,Aqua
NY,343-XTJ,,Corvette,Chevrolet,Lime
AR,3F 8E0BHP,,Excursion,Ford,Navy
ND,3NQE 49,,,Ford,White
MA,431 HZV,2008,,Jeep,White
MD,6QZ 647,,,GMC,Blue
AR,7646 PQ,2012,Tundra,Toyota,Fuchsia
AR,77R TT2,2012,3 Series,BMW,Fuchsia
OH,983CZP,2008,Magnum,Dodge,Blue
KY,CAZ 541,,,Volkswagen,Purple
VT,FAG0170,,Fiesta,Ford,Teal
WY,ZP0 9105,2010,Eos,Volkswagen,Blue
NC,1-M2214,2006,911,Porsche,Green
CO,17K•417,2008,,Dodge,Gray
NC,1B 7546T,,,Ford,Black
IA,60-3436D,2006,Canyon,GMC,Silver
VA,719 9AN,1998,Dakota,Dodge,Fuchsia
LA,810-371,2008,,Chevrolet,Blue
ID,842-VIZ,,,Toyota,Silver
MT,844-DLW,,Yaris,Toyota,Maroon
GA,BAI 6812,2008,A4,Audi,Gray
NJ,DCT-3878,,,Nissan,Yellow
LA,LWR 197,,,Chrysler,Black
SD,X25 7YA,,,Chevrolet,Gray
MD,YKM-1991,2007,,Dodge,Green
ID,ZNS 650,2007,,Chevrolet,Green
NV,011 SJC,,,Chevrolet,Black
IN,0AN E79,,Aventador,Lamborghini,Navy
PA,291 GG2,2011,Mariner Hybrid,Mercury,Navy
CA,3-Y3841,2011,Tucson,Hyundai,Purple
ND,453HL,,,Ford,Lime
MO,459 EAF,2006,Ram Pickup 1500,Dodge,Silver
NM,4EG 794,,,Ford,Olive
CA,7-M0052,,GTI,Volkswagen,Purple
WI,774-ZEL,,Titan,Nissan,Aqua
AK,FPS-935,2011,Grand Vitara,Suzuki,Blue
ID,GSP F51,,,Chevrolet,Aqua
MD,IQO-6938,2012,Silverado 2500HD,Chevrolet,Lime
LA,JSY 635,2006,,Nissan,Navy
MD,141-LDN,,,Toyota,Fuchsia
NM,2815 TW,1999,F-150,Ford,Teal
VA,518D7,2012,,Audi,Gray
MT,806 EI3,2011,Silverado 1500,Chevrolet,Aqua
ME,874D5,,Corvette,Chevrolet,Silver
KS,88X•470,2007,F-150,Ford,Green
VT,980 FH5,,Explorer,Ford,Green
VT,L05 3GU,2008,,Chevrolet,Maroon
SC,LUR 925,,,Buick,Lime
VT,NVX 507,,,Chevrolet,Lime
MN,Q84 6XU,2010,,Mitsubishi,Teal
WY,WQX 168,2002,Excursion,Ford,White
LA,059NEQ,,,Chevrolet,Fuchsia
LA,249D,2009,Silverado 2500HD,Chevrolet,Teal
LA,57HR982,,,Ford,Fuchsia
LA,82-88836,2008,,Chevrolet,Fuchsia
LA,892W,2007,Accord,Honda,Purple
LA,922-KSKL,,,Subaru,Purple
LA,998 3KV,2000,Sierra 1500,GMC,Lime
LA,9K 12583,,3 Series,BMW,Lime
LA,BCI-175,2007,Freestar,Ford,Lime
LA,NRN-434,,,Kia,Silver
LA,VTC-721,2006,Silverado 2500HD,Chevrolet,Green
HI,325SL,2010,Terrain,GMC,White
SD,5-3383B,2007,Freestar,Ford,Navy
AK,624BX,,,Mazda,Green
AZ,68ED012,2008,,Chevrolet,Silver
KS,865 7SW,,,Mazda,Teal
LA,9OL11,2008,Expedition,Ford,Blue
MA,9WD 925,,Passat,Volkswagen,Black
NY,KOV 011,,MAZDA3,Mazda,Fuchsia
WY,MHF-3437,2007,Ranger,Ford,Maroon
OH,MXP 866,,Colorado,Chevrolet,Teal
MD,0-J6590,,,Mitsubishi,Silver
CT,13CT600,,Passat,Volkswagen,Maroon
NE,2KU 957,2010,,Chevrolet,Aqua
OK,3FU9678,,,Nissan,Aqua
NY,6C 42584,,,Hyundai,Yellow
CT,ADO 413,,,Toyota,White
OH,C71-54L,,DBS,Aston Martin,Navy
DC,FGU-5288,,,Kia,Green
NH,SKN0719,,,GMC,Aqua
NJ,017 UMY,2007,Entourage,Hyundai,Fuchsia
MD,149 7KA,2009,Cooper Clubman,MINI,Green
WI,32L•658,2008,,Chevrolet,Fuchsia
ND,6-53688O,2000,,GMC,Aqua
MA,AL7 5793,,Focus,Ford,Yellow
IA,MQB 637,,,Ford,Olive
VA,089RN,,,Suzuki,Silver
SC,59AC9,2012,Colorado,Chevrolet,Navy
TN,8NE 634,,LS 460,Lexus,Black
NV,J82-74S,2004,Silverado 2500HD,Chevrolet,Aqua
MN,N34-32W,,,BMW,Yellow
SC,U20 0TH,,,Chevrolet,Blue
NM,27H•817,,,Ford,Yellow
NE,2S J1847,2009,DTS,Cadillac,Aqua
NM,3-62895U,2008,,Volkswagen,Yellow
KS,30K T65,2008,A4,Audi,White
SD,396-JNM,2006,,Porsche,Silver
WV,57H DU4,,Tahoe,Chevrolet,Aqua
ND,9IME 75,,,Nissan,Maroon
TX,E91-54B,,,Acura,Yellow
ID,M46-OFK,2008,Camry Solara,Toyota,Green
MI,NZB 275,2007,9-3,Saab,Silver
SC,OAL 915,,,Nissan,Green
SC,424 9OF,,MAZDA3,Mazda,Gray
WI,545-KFI,2012,,Chevrolet,Maroon
IN,685-CDRF,2009,,Lexus,Black
OK,937 0VQ,,F-350 Super Duty,Ford,Silver
KS,CJZ 727,2005,,Suzuki,Blue
AZ,IWP-7599,,Ram Pickup 2500,Dodge,Lime
NM,LZY 871,2012,,Ram,Yellow
UT,PYU 295,,Passat,Volkswagen,Olive
WI,TO9 2295,2010,,Mitsubishi,Black
MI,1-3484I,,Focus,Ford,Silver
MS,164 2GX,2013,,Cadillac,Fuchsia
AZ,406 QNW,2012,,Cadillac,Maroon
TN,6LM 948,2007,Crown Victoria,Ford,Purple
NJ,8-Z7602,2007,,GMC,Silver
AZ,97-9474D,2009,F-250 Super Duty,Ford,White
MD,QJT2421,1999,F-150,Ford,White
MT,ZYQ 930,,,Nissan,Navy
SD,186 PRZ,2012,,Ram,Yellow
WY,4G BS804,2009,Silverado 2500HD,Chevrolet,Black
WI,705 XGT,,Sierra 3500HD,GMC,Lime
CO,799-ZJCU,2000,Explorer,Ford,Olive
NM,7A 1713F,,,Honda,White
HI,8-6948W,2007,Rabbit,Volkswagen,Teal
SD,LCK 050,,RX 350,Lexus,White
IN,LPA 381,,599,Ferrari,Black
MA,0VQ33,,Tahoe,Chevrolet,Yellow
VA,2SIM 14,,Highlander,Toyota,Teal
CT,456-REK,2009,Optima,Kia,Aqua
WA,56L WR1,,Impreza,Subaru,Fuchsia
MO,625-HIKI,,Crown Victoria,Ford,Gray
OH,641-DMA,,Silverado 3500HD,Chevrolet,Lime
ID,HHG-293,,,Nissan,Yellow
ME,LVN 917,2010,ZDX,Acura,White
MT,MVJ-2972,,Accord,Honda,Yellow
KY,UF0 3670,2011,,GMC,Black
CO,VSX H03,,Sierra 2500HD,GMC,Navy
IL,XYU-7003,,,Chevrolet,Green
NM,0AH 700,,,GMC,Purple
PA,325-SIL,2005,,Kia,Lime
